Query	Match	Name	Organism
topA	WP_075630079	MULTISPECIES: type I DNA topoisomerase [unclassified Brucella]	unclassified Brucella
trkA	WP_002964242	MULTISPECIES: Trk system potassium transporter TrkA [Brucella]	Brucella
trmB	WP_004684581	MULTISPECIES: tRNA (guanosine(46)-N(7))-methyltransferase TrmB [Brucella]	Brucella
trmD	WP_002964982	MULTISPECIES: tRNA (guanosine(37)-N1)-methyltransferase TrmD [Brucella]	Brucella
trmFO	WP_004685599	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO [Brucella melitensis]	Brucella melitensis
trpA	WP_004685289	MULTISPECIES: tryptophan synthase subunit alpha [Brucella]	Brucella
trpB	WP_005974170	tryptophan synthase subunit beta [Brucella melitensis]	Brucella melitensis
trpC	WP_002964269	MULTISPECIES: indole-3-glycerol phosphate synthase TrpC [Brucella]	Brucella
trpD	WP_002969119	MULTISPECIES: anthranilate phosphoribosyltransferase [Brucella]	Brucella
trpS	WP_004685365	tryptophan--tRNA ligase [Brucella melitensis]	Brucella melitensis
truA	WP_002965618	MULTISPECIES: tRNA pseudouridine(38-40) synthase TruA [Brucella]	Brucella
truB	WP_004684584	MULTISPECIES: tRNA pseudouridine(55) synthase TruB [Brucella]	Brucella
trxA_1	WP_002965169	MULTISPECIES: thioredoxin [Brucella]	Brucella
trxA_2	WP_004682272	MULTISPECIES: thioredoxin [Brucella]	Brucella
trxB	WP_004684052	MULTISPECIES: thioredoxin-disulfide reductase [Brucella]	Brucella
tsaB	WP_002965213	MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB [Brucella]	Brucella
tsaD	WP_002964958	MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD [Brucella]	Brucella
ttcA	WP_004686800	MULTISPECIES: tRNA 2-thiocytidine(32) synthetase TtcA [Brucella]	Brucella
tuf	WP_244443590	EF-Tu/IF-2/RF-3 family GTPase, partial [Brucella canis]	Brucella canis
tuf_1	WP_141060932	elongation factor Tu [Brucella melitensis]	Brucella melitensis
tuf_1	WP_141066319	elongation factor Tu [Brucella melitensis]	Brucella melitensis
tusA	WP_002965098	MULTISPECIES: sulfurtransferase TusA family protein [Brucella]	Brucella
typA	WP_004689106	translational GTPase TypA [Brucella suis]	Brucella suis
ubiB	WP_004682494	MULTISPECIES: 2-polyprenylphenol 6-hydroxylase [Brucella]	Brucella
ubiD	WP_004681600	MULTISPECIES: UbiD family decarboxylase [Brucella]	Brucella
ubiE	WP_002965588	MULTISPECIES: bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE [Brucella]	Brucella
ugpB	WP_004684932	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB [Brucella melitensis]	Brucella melitensis
ugpC_1	WP_004684715	MULTISPECIES: sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC [Brucella]	Brucella
ugpC_2	WP_004684897	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC [Brucella melitensis]	Brucella melitensis
upp	WP_004684767	uracil phosphoribosyltransferase [Brucella melitensis]	Brucella melitensis
uppS	WP_002964285	MULTISPECIES: isoprenyl transferase [Brucella]	Brucella
uraH	WP_046722147	hydroxyisourate hydrolase [Brucella melitensis]	Brucella melitensis
ureC	WP_004682812	MULTISPECIES: urease subunit alpha [Brucella]	Brucella
ureE_1	WP_004686385	MULTISPECIES: urease accessory protein UreF [Brucella]	Brucella
ureE_2	WP_019444140	urease accessory protein UreE, partial [Brucella abortus]	Brucella abortus
ureF	WP_004682815	MULTISPECIES: urease accessory protein UreF [Brucella]	Brucella
ureG_1	WP_004685737	urease accessory protein UreG [Brucella melitensis]	Brucella melitensis
ureG_2	WP_002963437	MULTISPECIES: urease accessory protein UreG [Brucella]	Brucella
ushA	WP_140411606	5'-nucleotidase C-terminal domain-containing protein, partial [Escherichia coli]	Escherichia coli
uvrA	WP_004685666	MULTISPECIES: excinuclease ABC subunit UvrA [Brucella]	Brucella
uvrB	WP_002967826	MULTISPECIES: excinuclease ABC subunit UvrB [Brucella]	Brucella
uvrC	WP_004685535	excinuclease ABC subunit UvrC [Brucella melitensis]	Brucella melitensis
uxaC	WP_002967248	MULTISPECIES: glucuronate isomerase [Brucella]	Brucella
uxuA	WP_004682164	MULTISPECIES: mannonate dehydratase [Brucella]	Brucella
vdh	WP_004685444	MULTISPECIES: aldehyde dehydrogenase [Brucella]	Brucella
virB10	WP_004685137	MULTISPECIES: type IV secretion system protein VirB10 [Brucella]	Brucella
virB11	WP_005972055	MULTISPECIES: P-type DNA transfer ATPase VirB11 [Brucella]	Brucella
virB5	WP_002966514	MULTISPECIES: P-type DNA transfer protein VirB5 [Brucella]	Brucella
virB9	WP_002966518	MULTISPECIES: P-type conjugative transfer protein VirB9 [Brucella]	Brucella
vjbR	WP_002966460	MULTISPECIES: HTH-type quorum sensing-dependent transcriptional regulator VjbR [Brucella]	Brucella
waaA	WP_004685087	MULTISPECIES: lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase [Brucella]	Brucella
wbkC	WP_002963675	MULTISPECIES: LPS biosynthesis N-formyltransferase WbkC [Brucella]	Brucella
wecC	WP_002966084	MULTISPECIES: DUF995 domain-containing protein [Brucella]	Brucella
wrbA	WP_004683783	MULTISPECIES: NAD(P)H:quinone oxidoreductase type IV [Brucella]	Brucella
xdhA	WP_004685439	hypothetical protein [Brucella melitensis]	Brucella melitensis
xdhB	WP_004682956	MULTISPECIES: xanthine dehydrogenase molybdopterin binding subunit [Brucella]	Brucella
xdhC	WP_005969908	MULTISPECIES: xanthine dehydrogenase accessory protein XdhC [Brucella]	Brucella
xerD	WP_138144415	site-specific tyrosine recombinase XerD [Brucella sp. 10RB9215]	Brucella sp. 10RB9215
xerD_2	WP_195913743	site-specific integrase, partial [Brucella suis]	Brucella suis
xth	WP_004683693	MULTISPECIES: exodeoxyribonuclease III [Brucella]	Brucella
xylA	WP_002966715	MULTISPECIES: xylose isomerase [Brucella]	Brucella
xylB	WP_004685497	xylulokinase [Brucella melitensis]	Brucella melitensis
xylF_1	WP_244445397	sugar ABC transporter substrate-binding protein [Brucella melitensis]	Brucella melitensis
xylF_2	WP_004681017	MULTISPECIES: D-xylose ABC transporter substrate-binding protein [Brucella]	Brucella
xylF_3	WP_195914180	sugar ABC transporter substrate-binding protein, partial [Brucella melitensis]	Brucella melitensis
yacG	WP_002970947	MULTISPECIES: DNA gyrase inhibitor YacG [Brucella]	Brucella
yajC	WP_002964021	MULTISPECIES: preprotein translocase subunit YajC [Brucella]	Brucella
ybaK	WP_109929808	YbaK/EbsC family protein, partial [Escherichia coli]	Escherichia coli
ybeY	WP_002971812	MULTISPECIES: rRNA maturation RNase YbeY [Brucella]	Brucella
ybgF	WP_209409280	tol-pal system protein YbgF [Brucella sp. 458]	Brucella sp. 458
ybgF	WP_008936237	MULTISPECIES: tol-pal system protein YbgF [unclassified Brucella]	unclassified Brucella
ychF	WP_004684071	MULTISPECIES: redox-regulated ATPase YchF [Brucella]	Brucella
ycjO	WP_006280823	sugar ABC transporter permease [Brucella suis]	Brucella suis
ydjA	WP_004685654	MULTISPECIES: nitroreductase [Brucella]	Brucella
yebC	WP_002964805	MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator [Brucella]	Brucella
yfcA	WP_004685718	TSUP family transporter [Brucella melitensis]	Brucella melitensis
ygaZ	WP_006074596	AzlC family ABC transporter permease [Brucella suis]	Brucella suis
yhgF	WP_004687106	MULTISPECIES: Tex family protein [Brucella]	Brucella
yhgF	WP_019443353	Tex family protein [Brucella abortus]	Brucella abortus
yhgF	WP_008934788	Tex family protein [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
yidC	WP_002965627	MULTISPECIES: membrane protein insertase YidC [Brucella]	Brucella
yidD	WP_002964192	MULTISPECIES: membrane protein insertion efficiency factor YidD [Brucella]	Brucella
ykgO	WP_002967908	MULTISPECIES: type B 50S ribosomal protein L36 [Brucellaceae]	Brucellaceae
ynfM_1	WP_006162090	MULTISPECIES: MFS transporter [Brucella]	Brucella
ynfM_2	WP_015799852	MULTISPECIES: MFS transporter [Brucella]	Brucella
ynfM_2	WP_006162090	MULTISPECIES: MFS transporter [Brucella]	Brucella
yscN	WP_004685115	MULTISPECIES: flagellar protein export ATPase FliI [Brucella]	Brucella
yut	WP_141049115	urea transporter, partial [Brucella melitensis]	Brucella melitensis
zapE	WP_004684459	MULTISPECIES: cell division protein ZapE [Brucella]	Brucella
zigA	WP_002966662	MULTISPECIES: zinc metallochaperone GTPase ZigA [Brucella]	Brucella
znuA	WP_004680953	MULTISPECIES: zinc ABC transporter substrate-binding protein ZnuA [Brucella]	Brucella
zwf	WP_004682109	MULTISPECIES: glucose-6-phosphate dehydrogenase [Brucella]	Brucella
