Query	Match	PIdent	Length	Mismatches	Gapopen	QStart	QEnd	SStart	SSend	Evalue	Bitscore	Taxa
group_388	WP_004684806	100	466	0	0	1	1398	1	466	0	806	29459
group_3880	WP_004685637	100	457	0	0	1	1371	1	457	0	904	234
group_3881	WP_002964776	100	378	0	0	1	1134	1	378	0	769	234
group_3881	WP_004690454	100	378	0	0	1	1134	1	378	0	769	234
group_3881	WP_019443445	100	378	0	0	1	1134	1	378	0	769	234
group_3883	WP_002965106	100	254	0	0	1	762	1	254	8.41e-153	435	234
group_3884	WP_004683270	100	199	0	0	1	597	1	199	1.13e-114	334	234
group_3887	WP_004687389	99.685	317	1	0	1	951	1	317	0	586	29460
group_3889	WP_002965761	100	140	0	0	1	420	1	140	1.62e-95	281	234
group_389	WP_002968831	100	299	0	0	1	897	1	299	0	612	234
group_3892	WP_004683040	99.048	105	1	0	1	315	1	105	7.47e-68	208	234
group_3893	WP_153528474	98.292	527	9	0	1	1581	1	527	0	995	2592625
group_3894	WP_004682505	100	172	0	0	1	516	1	172	9.3e-116	335	234
group_3895	WP_002967489	100	156	0	0	1	468	1	156	1.44e-108	315	234
group_3896	WP_004686962	100	220	0	0	1	660	1	220	2.34e-126	365	234
group_3897	WP_004690581	99.371	159	1	0	1	477	1	159	3.67e-50	167	234
group_3899	WP_004685282	100	212	0	0	58	693	20	231	9.72e-151	428	29459
group_39	WP_004685661	100	1029	0	0	1	3087	1	1029	0	1848	234
group_3900	WP_002964031	100	167	0	0	1	501	1	167	1.05e-121	349	234
group_3901	WP_002963946	100	205	0	0	1	615	1	205	7.02e-92	277	234
group_3904	WP_004685109	100	242	0	0	1	726	1	242	9.33e-138	396	29459
group_3906	WP_004692043	99.429	175	1	0	1	525	1	175	2.32e-108	318	234
group_3908	WP_002964614	100	99	0	0	1	297	1	99	2.12e-54	175	234
group_3909	WP_004683830	100	209	0	0	1	627	1	209	3.53e-154	435	234
group_391	WP_004682313	100	381	0	0	4	1146	1	381	0	787	234
group_3910	WP_002965680	100	158	0	0	1	474	1	158	7.27e-114	328	234
group_3912	WP_004685781	100	303	0	0	1	909	1	303	0	551	234
group_3913	WP_004684050	100	400	0	0	1	1200	1	400	0	827	234
group_3914	WP_004683466	100	213	0	0	1	639	1	213	2.03e-127	367	234
group_3916	WP_004683261	100	76	0	0	1	228	1	76	3.26e-29	108	1224
group_3917	WP_002965542	98.361	122	2	0	1	366	1	122	1.7e-72	221	234
group_3919	WP_002964906	100	213	0	0	1	639	1	213	2.42e-157	443	234
group_3921	WP_004685023	100	252	0	0	1	756	1	252	0	519	234
group_3922	WP_002965140	100	200	0	0	1	600	1	200	5.12e-142	403	234
group_3923	WP_004685480	100	430	0	0	1	1290	1	430	0	883	29459
group_3924	WP_002964520	100	358	0	0	1	1074	1	358	0	728	234
group_3927	WP_076772753	99.571	233	1	0	1	699	1	233	5.88e-145	413	2632610
group_3929	WP_004681742	100	388	0	0	1	1164	1	388	0	683	234
group_393	WP_004684842	100	301	0	0	46	948	16	316	0	611	29459
group_3930	WP_002966620	100	130	0	0	1	390	1	130	1.61e-91	270	234
group_3931	WP_004684807	100	438	0	0	1	1314	1	438	0	893	29459
group_3932	WP_002963734	99.412	170	1	0	1	510	1	170	8.74e-115	332	234
group_3933	WP_006642058	99.733	375	1	0	61	1185	27	401	0	715	234
group_3934	WP_126981363	99.801	503	1	0	1	1509	1	503	0	863	29459
group_3936	WP_002967978	100	331	0	0	1	993	1	331	2.55e-160	460	234
group_3937	WP_002964125	100	234	0	0	1	702	1	234	1.88e-157	445	234
group_3938	WP_002964266	100	254	0	0	1	762	1	254	2.28e-159	451	234
group_3939	WP_002964221	100	168	0	0	1	504	1	168	8.83e-122	349	234
group_394	WP_004684850	100	444	0	0	1	1332	1	444	0	885	29459
group_3940	WP_002964052	100	110	0	0	1	330	1	110	1.69e-68	210	234
group_3943	WP_101456324	99.783	461	1	0	1	1383	1	461	0	794	29459
group_3944	WP_006138219	99.465	187	1	0	1	561	1	187	7.82e-94	280	29459
group_3945	WP_004683917	100	337	0	0	1	1011	1	337	0	690	234
group_3946	WP_002963982	100	342	0	0	1	1026	1	342	0	666	234
group_3948	WP_002969202	100	136	0	0	1	408	1	136	2.3e-84	252	234
group_3950	WP_004684435	100	123	0	0	1	369	1	123	2.75e-85	253	234
group_3951	WP_005974513	100	467	0	0	1	1401	1	467	0	892	29459
group_3952	WP_004684643	100	179	0	0	1	537	1	179	4.2e-128	366	234
group_3953	WP_004685190	100	190	0	0	1	570	1	190	3.51e-139	395	234
group_3955	WP_004682088	100	457	0	0	1	1371	1	457	0	930	234
group_3956	WP_002967934	100	226	0	0	1	678	1	226	1.77e-162	457	234
group_3957	WP_004684624	99.167	120	1	0	1	360	1	120	4.31e-81	244	234
group_3958	WP_002966342	100	137	0	0	1	411	1	137	3.79e-95	280	234
group_3959	WP_004683406	100	444	0	0	1	1332	1	444	0	881	234
group_3960	WP_002964980	100	107	0	0	1	321	1	107	3.35e-73	222	234
group_3961	WP_002964651	100	159	0	0	1	477	1	159	1.99e-113	328	234
group_3962	WP_002964730	100	105	0	0	1	315	1	105	1.86e-58	184	234
group_3963	WP_004685459	100	313	0	0	1	939	1	313	0	514	29459
group_3965	WP_002966111	100	279	0	0	1	837	1	279	0	549	234
group_3966	WP_002967872	99.474	190	1	0	1	570	1	190	3.04e-139	395	234
group_3967	WP_002971060	100	401	0	0	1	1203	1	401	0	722	234
group_3968	WP_005974941	100	393	0	0	1	1179	1	393	0	787	29459
group_3969	WP_004685799	100	302	0	0	1	906	1	302	0	578	29459
group_397	WP_002965460	100	322	0	0	1	966	1	322	0	660	234
group_3971	WP_002965205	100	257	0	0	1	771	17	273	0	533	234
group_3972	WP_002966605	100	107	0	0	1	321	1	107	1.2e-67	207	234
group_3974	WP_004685522	100	236	0	0	1	708	1	236	4.63e-174	487	29459
group_3976	WP_002964873	100	231	0	0	1	693	1	231	9.18e-163	458	234
group_3977	WP_002963582	100	70	0	0	1	210	1	70	1.38e-41	139	234
group_3978	WP_004686188	100	330	0	0	1	990	1	330	0	682	234
group_398	WP_004685394	99.762	421	1	0	1	1263	1	421	0	826	29459
group_3980	WP_004681173	100	245	0	0	1	735	1	245	5.63e-171	480	234
group_3981	WP_006013651	99.632	272	1	0	1	816	1	272	0	520	234
group_3982	WP_005974866	100	366	0	0	1	1098	1	366	0	747	234
group_3984	WP_004685101	100	239	0	0	1	717	1	239	8.86e-176	492	234
group_3985	WP_004684121	100	172	0	0	1	516	1	172	2.32e-120	346	234
group_3986	WP_005974896	100	609	0	0	1	1827	3	611	0	1236	234
group_3987	WP_002964773	100	429	0	0	1	1287	1	429	0	865	234
group_3988	WP_002964551	100	268	0	0	1	804	1	268	0	558	234
group_3990	WP_004685237	100	413	0	0	1	1239	1	413	0	841	29459
group_3991	WP_002965803	100	210	0	0	1	630	1	210	1.18e-145	413	234
group_3992	WP_153528015	99.533	214	1	0	1	642	1	214	3.2e-116	339	2592625
group_3994	WP_004681236	100	352	0	0	1	1056	1	352	0	696	234
group_3998	WP_002966149	100	116	0	0	1	348	1	116	9.92e-80	239	234
group_3999	WP_002963651	99.512	205	1	0	1	615	1	205	6.16e-149	421	234
group_40	WP_049687517	99.677	310	1	0	1	930	1	310	0	593	29461
group_4000	WP_004682882	100	364	0	0	1	1092	1	364	0	701	234
group_4002	WP_004686899	100	233	0	0	1	699	1	233	1.78e-168	473	234
group_4004	WP_002966899	100	372	0	0	1	1116	1	372	0	733	234
group_4006	WP_002965962	99.603	252	1	0	1	756	1	252	0	509	234
group_4007	WP_005972646	100	226	0	0	1	678	1	226	2.13e-151	431	29459
group_4009	WP_006074429	99.39	164	1	0	1	492	1	164	7.18e-106	309	29461
group_401	WP_004684858	99.882	851	1	0	1	2553	1	851	0	1658	29459
group_4010	WP_002965160	100	133	0	0	1	399	1	133	1.93e-90	267	234
group_4012	WP_002964067	100	222	0	0	1	666	1	222	6.58e-157	442	234
group_4013	WP_004685715	99.699	332	1	0	1	996	1	332	0	594	29459
group_4014	WP_002963720	100	142	0	0	1	426	1	142	3.02e-81	245	234
group_4016	WP_002964550	100	214	0	0	1	642	1	214	7.27e-155	437	234
group_4017	WP_006013552	100	97	0	0	61	351	17	113	2.28e-59	187	236
group_4018	WP_004681380	100	186	0	0	1	558	1	186	1.16e-130	373	234
group_4019	WP_002964767	100	156	0	0	1	468	1	156	9.59e-109	315	234
group_402	WP_006135593	99.713	349	1	0	1	1047	1	349	0	690	234
group_4022	WP_046722093	100	264	0	0	1	792	1	264	0	527	29459
group_4028	WP_002965152	100	107	0	0	1	321	1	107	4.61e-69	211	234
group_4029	WP_002969422	100	202	0	0	1	606	1	202	4.61e-145	411	234
group_403	WP_004684755	100	336	0	0	1	1008	1	336	0	663	29459
group_4032	WP_002966379	100	157	0	0	1	471	1	157	5.88e-111	321	234
group_4033	WP_002966199	99.687	319	1	0	1	957	1	319	0	512	235
group_4034	WP_002967102	100	253	0	0	1	759	1	253	0	517	234
group_4035	WP_002969309	100	274	0	0	1	822	1	274	0	527	234
group_4036	WP_006013248	99.315	146	1	0	1	438	1	146	1.84e-91	271	236
group_4038	WP_004682481	100	148	0	0	1	444	1	148	5.81e-102	298	234
group_4039	WP_004684970	100	150	0	0	1	450	3	152	1.69e-105	307	29459
group_404	WP_004685932	99.632	272	1	0	1	816	1	272	0	556	234
group_4040	WP_004685479	100	161	0	0	1	483	1	161	2.76e-94	279	29459
group_4041	WP_004684419	100	141	0	0	1	423	1	141	1.24e-95	283	234
group_4042	WP_004682476	100	206	0	0	1	618	1	206	1.06e-149	423	234
group_4043	WP_004684841	100	256	0	0	1	768	1	256	0	525	234
group_4043	WP_087910432	100	256	0	0	1	768	1	256	0	525	29459
group_4045	WP_004681989	100	367	0	0	1	1101	1	367	0	746	234
group_4046	WP_004685032	100	302	0	0	1	906	34	335	0	582	29459
group_4047	WP_006164535	98.374	123	2	0	1	369	1	123	2.19e-76	231	1160235
group_4048	WP_004681171	100	160	0	0	1	480	1	160	3.95e-111	322	234
group_4049	WP_004684987	100	257	0	0	1	771	1	257	0	514	29459
group_405	WP_002966656	100	175	0	0	1	525	1	175	3.4e-125	358	234
group_4050	WP_004684913	100	184	0	0	1	552	1	184	2.27e-133	380	234
group_4051	WP_004683131	100	61	0	0	1	183	1	61	3.93e-27	102	234
group_4052	WP_004684883	100	249	0	0	1	747	1	249	0	511	234
group_4054	WP_014490198	100	186	0	0	1	558	3	188	1.51e-103	305	234
group_4056	WP_002968545	100	173	0	0	1	519	8	180	6.43e-122	350	235
group_4057	WP_002969307	100	96	0	0	1	288	1	96	1.62e-63	197	234
group_4059	WP_004684556	100	253	0	0	1	759	1	253	0	517	234
group_406	WP_002968080	100	387	0	0	1	1161	1	387	0	676	234
group_4060	WP_008507032	99.408	338	2	0	1	1014	1	338	0	645	234
group_4060	WP_006161289	99.408	338	2	0	1	1014	1	338	0	645	234
group_4060	WP_008936177	99.408	338	2	0	1	1014	1	338	0	645	2632610
group_4063	WP_005970791	100	308	0	0	1	924	1	308	0	560	234
group_4064	WP_004684023	100	474	0	0	1	1422	1	474	0	864	234
group_4064	WP_019443323	100	474	0	0	1	1422	1	474	0	864	235
group_4065	WP_002965606	100	289	0	0	1	867	1	289	0	596	234
group_4066	WP_004685876	100	347	0	0	1	1041	1	347	0	601	234
group_4067	WP_006084452	98.99	396	4	0	1	1188	1	396	0	728	235
group_4068	WP_127840833	100	159	0	0	1	477	1	159	7.97e-82	248	29459
group_4069	WP_004682202	100	407	0	0	1	1221	1	407	0	786	234
group_407	WP_002968069	100	427	0	0	1	1281	1	427	0	818	234
group_4072	WP_002971304	100	250	0	0	1	750	1	250	0	510	234
group_4073	WP_004685031	100	403	0	0	1	1209	1	403	0	813	29459
group_4074	WP_127840824	100	421	0	0	1	1263	1	421	0	808	29459
group_4078	WP_008936494	98.462	130	2	0	1	390	1	130	9.28e-56	179	234
group_408	WP_004685074	100	455	0	0	1	1365	1	455	0	582	29459
group_4080	WP_002966062	100	270	0	0	1	810	7	276	2.5e-169	478	234
group_4081	WP_002963640	100	206	0	0	1	618	1	206	3.25e-150	424	234
group_4082	WP_004684524	100	352	0	0	1	1056	1	352	0	708	234
group_4083	WP_004684514	100	254	0	0	1	762	1	254	0	517	234
group_4085	WP_005974782	100	237	0	0	1	711	1	237	1.51e-167	471	29459
group_4086	WP_004685795	100	200	0	0	1	600	1	200	5.13e-147	416	234
group_4087	WP_002971682	100	309	0	0	1	927	1	309	0	569	234
group_4089	WP_004684827	100	416	0	0	1	1248	1	416	0	850	29459
group_409	WP_154142104	98.93	1028	11	0	1	3084	1	1028	0	1740	2632610
group_4090	WP_004685293	100	263	0	0	1	789	1	263	0	537	234
group_4091	WP_004691918	99.387	163	1	0	1	489	1	163	2.57e-104	305	29461
group_4092	WP_002965123	100	265	0	0	1	795	1	265	6.03e-160	454	234
group_4095	WP_002964897	100	213	0	0	1	639	1	213	6.58e-141	401	234
group_4096	WP_008508606	99.13	115	1	0	1	345	1	115	2.08e-64	200	1218315
group_4097	WP_002964735	100	483	0	0	1	1449	1	483	0	863	234
group_4099	WP_002965594	99.649	285	1	0	1	855	1	285	0	573	234
group_4101	WP_004687115	99.338	151	1	0	1	453	1	151	1.02e-92	275	29460
group_4102	WP_004681851	100	171	0	0	1	513	1	171	5.2e-110	320	234
group_4103	WP_004684818	100	529	0	0	1	1587	1	529	0	1030	29459
group_4105	WP_006165019	98.507	67	1	0	4	204	52	118	6.21e-42	141	1160235
group_4106	WP_004685624	100	410	0	0	1	1230	1	410	0	853	29459
group_4107	WP_004683967	100	96	0	0	1	288	1	96	4.07e-62	193	234
group_4108	WP_002968114	100	81	0	0	1	243	1	81	2.88e-52	167	234
group_4109	WP_004684979	100	198	0	0	1	594	1	198	3.44e-144	409	29459
group_411	WP_004685217	100	599	0	0	43	1839	15	613	0	1226	29459
group_4111	WP_002967394	100	94	0	0	1	282	1	94	7.08e-63	194	234
group_4112	WP_002965766	100	68	0	0	1	204	1	68	2.36e-44	146	2826938
group_4113	WP_005974157	100	336	0	0	1	1008	1	336	0	614	29459
group_4114	WP_004685504	100	141	0	0	1	423	1	141	3.2e-99	290	29459
group_4115	WP_004685712	100	161	0	0	1	483	1	161	3.37e-68	213	29459
group_4118	WP_002969481	100	88	0	0	1	264	1	88	3.66e-44	147	234
group_412	WP_004685908	99.689	322	1	0	1	966	1	322	0	665	234
group_4120	WP_002971201	100	90	0	0	1	270	1	90	2.02e-59	186	234
group_4121	WP_002966455	100	153	0	0	1	459	1	153	2.67e-88	263	234
group_4122	WP_005974161	100	206	0	0	1	618	1	206	7.37e-140	398	29459
group_4123	WP_005969311	100	71	0	0	1	213	1	71	5.01e-43	143	234
group_4124	WP_004683233	100	137	0	0	34	444	12	148	3.07e-79	240	29459
group_4125	WP_002963529	100	80	0	0	1	240	1	80	1.01e-51	165	234
group_4126	WP_006640810	99.32	147	1	0	1	441	1	147	1.23e-87	269	120576
group_4127	WP_005974601	100	146	0	0	1	438	1	146	3.61e-88	263	29459
group_4128	WP_002965350	100	78	0	0	1	234	1	78	1.56e-49	160	234
group_4129	WP_004685241	100	161	0	0	1	483	1	161	7.44e-112	324	29459
group_4130	WP_002971132	100	123	0	0	481	849	112	234	1.74e-60	201	235
group_4131	WP_002964012	100	72	0	0	1	216	1	72	3.49e-44	145	234
group_4133	WP_002964835	100	153	0	0	1	459	1	153	4.74e-111	321	234
group_4134	WP_002964234	100	91	0	0	1	273	1	91	9.56e-56	176	234
group_4135	WP_006079444	98.734	79	1	0	1	237	1	79	1.6e-38	132	235
group_4136	WP_004686098	100	272	0	0	1	816	1	272	1.38e-178	502	234
group_4137	WP_002969600	100	93	0	0	1	279	1	93	2.14e-61	191	234
group_4138	WP_065870142	98.204	167	3	0	1	501	1	167	3.93e-81	246	29459
group_4139	WP_002966150	100	46	0	0	79	216	27	72	1.53e-22	91.7	234
group_4140	WP_004685275	100	94	0	0	1	282	1	94	3.44e-62	193	29459
group_4141	WP_019444573	99.659	293	1	0	1	879	1	293	0	511	29459
group_4141	WP_087932758	99.659	293	1	0	1	879	1	293	0	511	29459
group_4142	WP_004685062	100	196	0	0	1	588	1	196	2.12e-139	396	29459
group_4143	WP_002964341	100	194	0	0	1	582	1	194	5.4e-137	390	234
group_4144	WP_002971526	100	98	0	0	1	294	1	98	2e-48	158	234
group_4145	WP_006163649	98.958	96	1	0	1	288	1	96	4.25e-44	147	1160235
group_4146	WP_005974448	100	474	0	0	1	1422	1	474	0	919	29459
group_4147	WP_002963790	100	293	0	0	1	879	1	293	0	603	234
group_4148	WP_002964887	100	95	0	0	1	285	1	95	2.5e-64	198	234
group_415	WP_002969259	100	267	0	0	1	801	1	267	0	557	234
group_4150	WP_002964516	98.795	83	1	0	1	249	1	83	3.71e-52	167	234
group_4151	WP_004683022	100	72	0	0	1	216	1	72	2.11e-31	114	234
group_4152	WP_002966339	100	76	0	0	1	228	1	76	5.35e-45	149	234
group_4153	WP_005970945	100	347	0	0	1	1041	1	347	0	714	234
group_4154	WP_004684896	99.611	257	1	0	1	771	1	257	2.8e-148	424	29459
group_4156	WP_002964300	100	97	0	0	1	291	1	97	1.88e-65	201	234
group_4157	WP_004685150	100	163	0	0	1	489	85	247	2.8e-113	331	29459
group_4158	WP_032450184	98.507	67	1	0	201	1	11	77	2.85e-41	139	520448
group_4159	WP_004686061	100	65	0	0	1	195	1	65	3.28e-41	138	234
group_416	WP_004682483	100	239	0	0	1	717	1	239	3.9e-147	419	234
group_4160	WP_002963525	100	52	0	0	1	156	1	52	5.12e-24	93.6	234
group_4161	WP_004684917	100	133	0	0	1	399	1	133	3.13e-91	269	29459
group_4162	WP_006144621	99.029	103	1	0	1	309	1	103	1.44e-57	182	29459
group_4163	WP_234702993	100	130	0	0	1	390	34	163	2.72e-92	273	29461
group_4164	WP_005970225	100	164	0	0	1	492	1	164	6.72e-97	286	234
group_4165	WP_004684920	100	158	0	0	1	474	1	158	2.94e-111	322	29459
group_4167	WP_004684660	100	471	0	0	1	1413	1	471	0	962	234
group_4168	WP_004685721	100	234	0	0	1	702	1	234	1.4e-114	337	234
group_4169	WP_002966014	100	62	0	0	1	186	1	62	1.73e-20	85.5	234
group_4170	WP_002965732	100	368	0	0	1	1104	1	368	0	672	234
group_4171	WP_006148827	98.246	114	2	0	1	342	1	114	6.75e-39	135	29459
group_4172	WP_004682193	100	65	0	0	1	195	1	65	1.62e-39	133	234
group_4173	WP_005971651	99.242	132	1	0	1	396	1	132	7.12e-76	231	234
group_4174	WP_002964849	100	178	0	0	1	534	1	178	3.44e-125	360	234
group_4175	WP_004684898	100	157	0	0	1	471	1	157	1.56e-111	323	234
group_4176	WP_154168051	96.429	56	2	0	1	168	11	66	7.33e-32	114	1844039
group_4177	WP_002965314	100	62	0	0	1	186	1	62	2.3e-35	123	234
group_4178	WP_002971893	100	60	0	0	1	180	1	60	8.46e-21	86.3	234
group_4179	WP_004684918	100	114	0	0	1	342	1	114	1.65e-76	231	29459
group_418	WP_005972336	100	495	0	0	1	1485	1	495	0	1005	234
group_4180	WP_002969624	100	52	0	0	1	156	1	52	1.39e-28	105	234
group_4181	WP_006642715	100	55	0	0	1	165	5	59	8.12e-32	113	235
group_4182	WP_002965429	100	100	0	0	1	300	1	100	3.89e-52	168	234
group_4183	WP_002964095	100	56	0	0	1	168	1	56	2.74e-32	114	234
group_4184	WP_002964428	100	62	0	0	1	186	1	62	9.65e-36	124	234
group_4185	WP_002966516	100	57	0	0	1	171	1	57	1.49e-31	113	234
group_4186	WP_002971711	100	57	0	0	1	171	1	57	4.68e-33	117	234
group_4187	WP_002969141	100	61	0	0	1	183	1	61	8.62e-36	124	234
group_419	WP_004685953	100	389	0	0	1	1167	1	389	0	757	234
group_420	WP_004684791	100	490	0	0	1	1470	21	510	0	943	29459
group_421	WP_002969455	100	320	0	0	1	960	1	320	0	602	234
group_423	WP_004685081	100	235	0	0	1	705	1	235	1.25e-174	488	29459
group_424	WP_004685083	100	413	0	0	1	1239	1	413	0	849	234
group_425	WP_006264666	100	518	0	0	1	1554	1	518	0	845	29459
group_425	WP_206451859	100	518	0	0	1	1554	1	518	0	845	29459
group_425	WP_004685094	100	518	0	0	1	1554	1	518	0	845	29459
group_427	WP_005971898	100	376	0	0	1	1128	1	376	0	704	234
group_429	WP_006163945	99.546	441	2	0	1	1323	1	441	0	761	1160235
group_43	WP_002967933	100	877	0	0	1	2631	1	877	0	1795	234
group_430	WP_004681283	100	253	0	0	1	759	1	253	5.99e-177	496	234
group_431	WP_005974720	100	572	0	0	1	1716	1	572	0	997	29459
group_432	WP_004685126	100	401	0	0	1	1203	1	401	0	720	234
group_433	WP_004684126	100	335	0	0	1	1005	1	335	0	670	234
group_434	WP_004685822	100	256	0	0	1	768	1	256	2.6e-160	454	29459
group_435	WP_004684154	100	263	0	0	1	789	1	263	0	533	234
group_436	WP_004685845	100	371	0	0	1	1113	1	371	0	761	234
group_439	WP_002964899	100	207	0	0	1	621	1	207	1.43e-150	426	234
group_441	WP_202087963	100	483	0	0	1	1449	3	485	0	895	29459
group_442	WP_002965301	100	334	0	0	1	1002	1	334	0	691	234
group_443	WP_002965297	100	241	0	0	1	723	1	241	3.03e-165	465	234
group_444	WP_005974112	100	1558	0	0	64	4737	22	1579	0	2571	29459
group_445	WP_004685328	100	602	0	0	1	1806	1	602	0	1162	29459
group_446	WP_101415752	99.464	373	2	0	1	1119	1	373	0	712	29459
group_452	WP_004685286	100	511	0	0	1	1533	1	511	0	1005	29459
group_453	WP_004684544	100	322	0	0	1	966	1	322	0	575	234
group_455	WP_004685266	100	504	0	0	1	1512	3	506	0	994	29459
group_457	WP_004685254	100	361	0	0	1	1083	1	361	0	699	29459
group_458	WP_002965052	100	259	0	0	1	777	1	259	0	525	234
group_46	WP_005971403	98.333	120	2	0	1	360	1	120	2.48e-81	243	234
group_460	WP_017822101	100	267	0	0	1	801	1	267	1.79e-167	474	29459
group_462	WP_004685514	100	983	0	0	1	2949	1	983	0	1917	234
group_463	WP_002963765	100	783	0	0	1	2349	1	783	0	1571	234
group_465	WP_004683344	100	500	0	0	1	1500	1	500	0	1039	234
group_467	WP_004683424	100	577	0	0	1	1731	1	577	0	1172	234
group_468	WP_004685533	100	633	0	0	1	1899	1	633	0	1228	29459
group_470	WP_046722140	100	704	0	0	1	2112	1	704	0	1408	29459
group_471	WP_005973548	99.789	473	1	0	1	1419	1	473	0	920	29459
group_472	WP_004683527	99.743	389	1	0	1	1167	1	389	0	806	234
group_473	WP_002963887	100	746	0	0	1	2238	1	746	0	1497	234
group_474	WP_004685618	100	539	0	0	1	1617	1	539	0	1082	29459
group_475	WP_127840852	100	135	0	0	1	405	24	158	1.21e-93	276	29459
group_476	WP_002968510	100	251	0	0	1	753	1	251	2.97e-161	456	234
group_477	WP_004682104	100	99	0	0	1	297	1	99	2.08e-62	194	234
group_478	WP_002967258	99.31	145	1	0	1	435	1	145	2.84e-81	245	234
group_479	WP_025198819	99.649	285	1	0	1	855	1	285	0	515	29459
group_48	WP_004685451	100	621	0	0	1	1863	1	621	0	1114	29459
group_484	WP_004684937	100	289	0	0	1	867	1	289	0	520	29459
group_486	WP_002968448	100	131	0	0	1	393	99	229	1.47e-77	238	234
group_487	WP_006135397	100	267	0	0	1	801	309	575	0	558	234
group_487	WP_014489616	100	267	0	0	1	801	309	575	0	558	29459
group_487	WP_025200560	100	267	0	0	1	801	309	575	0	558	235
group_49	WP_004685796	100	949	0	0	1	2847	1	949	0	1831	29459
group_490	WP_002966035	99.815	542	1	0	1	1626	1	542	0	1000	234
group_491	WP_004684967	100	355	0	0	1	1065	1	355	0	729	29459
group_493	WP_005978107	99.799	498	1	0	1	1494	1	498	0	964	236
group_493	WP_004691999	99.799	498	1	0	1	1494	1	498	0	964	234
group_498	WP_004682995	100	332	0	0	1	996	1	332	0	694	234
group_501	WP_002963557	100	260	0	0	1	780	1	260	8.27e-150	428	234
group_502	WP_002967437	100	777	0	0	1	2331	1	777	0	1529	234
group_503	WP_004683046	100	592	0	0	1	1776	1	592	0	1134	234
group_504	WP_006642658	100	49	0	0	1	147	2	50	1.76e-27	102	29459
group_507	WP_004683145	100	200	0	0	1	600	1	200	2.88e-145	411	234
group_508	WP_046722150	100	964	0	0	1	2892	1	964	0	1775	29459
group_509	WP_006152532	100	887	0	0	1	2661	1	887	0	1685	29459
group_510	WP_002963970	99.248	133	1	0	1	399	1	133	1.57e-81	245	234
group_511	WP_005973394	100	289	0	0	1	867	1	289	0	536	29459
group_512	WP_004685586	99.615	260	1	0	1	780	1	260	5.14e-117	345	29459
group_513	WP_004685589	100	235	0	0	1	705	1	235	6.18e-118	345	29459
group_514	WP_004685598	100	277	0	0	1	831	1	277	0	508	29459
group_516	WP_002964038	100	265	0	0	1	795	1	265	3.71e-176	495	234
group_517	WP_002969408	100	471	0	0	1	1413	1	471	0	839	234
group_519	WP_004685606	100	819	0	0	1	2457	1	819	0	1655	29459
group_52	WP_006152600	100	706	0	0	1	2118	1	706	0	1174	29459
group_520	WP_002966109	99.7	333	1	0	1	999	1	333	0	677	234
group_521	WP_002967308	100	525	0	0	19	1593	1	525	0	1018	234
group_522	WP_004690170	99.548	442	2	0	1	1326	1	442	0	844	234
group_523	WP_002966153	99.58	238	1	0	1	714	1	238	2.78e-171	480	234
group_524	WP_019443577	99.245	265	2	0	1	795	252	516	0	530	235
group_525	WP_006164812	99.682	314	1	0	1	942	1	314	4.12e-172	489	1160235
group_526	WP_002968384	100	352	0	0	1	1056	1	352	0	637	234
group_527	WP_002972031	100	256	0	0	1	768	1	256	0	514	234
group_529	WP_004685009	100	433	0	0	1	1299	1	433	0	902	29459
group_53	WP_004684864	100	1026	0	0	1	3078	1	1026	0	1868	234
group_530	WP_006153194	100	437	0	0	1	1311	1	437	0	860	29459
group_531	WP_006219231	99.414	512	3	0	40	1575	1	512	0	818	235
group_532	WP_004685033	100	387	0	0	1	1161	1	387	0	719	29459
group_533	WP_006105126	99.874	792	1	0	1	2376	1	792	0	1648	235
group_534	WP_002966224	100	278	0	0	1	834	1	278	3.27e-161	458	234
group_535	WP_002966230	100	151	0	0	103	555	1	151	2.9e-105	308	234
group_538	WP_004685063	100	413	0	0	1	1239	1	413	0	766	234
group_54	WP_004684486	99.772	877	2	0	1	2631	1	877	0	1432	234
group_541	WP_002971032	100	251	0	0	40	792	14	264	0	516	234
group_543	WP_002964159	99.755	408	1	0	1	1224	1	408	0	795	234
group_544	WP_002964157	100	402	0	0	1	1206	1	402	0	810	234
group_545	WP_004685633	100	307	0	0	1	921	1	307	0	577	29459
group_546	WP_179225642	100	75	0	0	1	225	29	103	8.07e-44	146	29459
group_55	WP_002969419	100	358	0	0	1	1074	1	358	0	613	234
group_552	WP_004684102	100	1035	0	0	1	3105	1	1035	0	2048	234
group_553	WP_004684090	100	321	0	0	1	963	1	321	0	641	234
group_554	WP_004684089	100	430	0	0	1	1290	1	430	0	723	234
group_555	WP_004684087	100	731	0	0	1	2193	1	731	0	1507	234
group_558	WP_210340023	100	538	0	0	61	1674	17	554	0	992	29459
group_559	WP_002969154	100	410	0	0	1	1230	1	410	0	723	234
group_56	WP_004685169	100	421	0	0	1	1263	1	421	0	858	29459
group_560	WP_005967970	99.635	274	1	0	1	822	1	274	0	561	234
group_561	WP_002967788	100	243	0	0	1	729	1	243	1.56e-178	499	234
group_562	WP_004685729	100	309	0	0	1	927	1	309	0	541	234
group_563	WP_002964431	100	349	0	0	1	1047	1	349	0	723	234
group_564	WP_004685716	100	436	0	0	1	1308	1	436	0	830	29459
group_565	WP_004686408	99.725	363	1	0	1	1089	1	363	0	707	234
group_568	WP_004682388	100	324	0	0	1	972	1	324	0	662	234
